createdAt,status,restaurantName,pickupDeadline,driverArrivedAtRestaurantAt,pickedAt
2021-01-24 20:41:24.368,complete,GoodFood Basel 2,2021-01-24 21:08:00.000,2021-01-24 21:04:15.202,2021-01-24 21:04:17.922
2021-01-24 20:44:52.200,complete,Red Pat - Craft Burgers & Beer,2021-01-24 21:12:00.000,2021-01-24 20:49:35.863,2021-01-24 20:58:15.294
2021-01-24 21:00:02.986,complete,GoodFood Basel 2,2021-01-24 21:26:00.000,2021-01-24 21:39:36.791,2021-01-24 21:47:32.582
2021-01-24 21:04:16.726,complete,GoodFood Genève,2021-01-24 21:26:00.000,2021-01-24 21:10:54.593,2021-01-24 21:14:47.924
2021-01-24 21:22:55.240,complete,GoodFood Lausanne,2021-01-24 21:50:00.000,2021-01-24 21:40:21.048,2021-01-24 21:41:24.043
2021-01-24 21:27:33.696,complete,GoodFood Basel,2021-01-24 21:57:00.000,2021-01-24 21:29:59.640,2021-01-24 21:36:06.693
2021-01-24 21:32:55.638,complete,Maria,2021-01-24 21:56:00.000,2021-01-24 21:33:32.191,2021-01-24 21:48:04.692
2021-01-24 21:41:41.111,complete,GoodFood Basel 2,2021-01-24 22:11:00.000,2021-01-24 21:56:40.521,2021-01-24 21:56:44.708
2021-01-24 21:45:12.512,complete,GoodFood Basel 2,2021-01-24 22:06:00.000,2021-01-24 21:53:06.908,2021-01-24 21:56:57.396
2021-01-25 10:31:09.054,complete,GoodFood Basel 2,2021-01-25 11:27:00.000,2021-01-25 11:38:13.848,2021-01-25 11:40:17.672
2021-01-25 11:03:03.568,complete,GoodFood Basel,2021-01-25 12:12:00.000,2021-01-25 11:48:03.306,2021-01-25 11:57:43.036
2021-01-25 11:19:23.834,complete,Maria,2021-01-25 11:55:00.000,2021-01-25 11:59:53.332,2021-01-25 12:04:00.705
2021-01-25 11:19:53.206,error_payment,GoodFood Genève,2021-01-25 13:27:00.000,,
2021-01-25 11:28:04.531,complete,Red Pat - Craft Burgers & Beer,2021-01-25 11:58:00.000,2021-01-25 11:33:55.126,2021-01-25 11:52:19.660
2021-01-25 11:32:15.044,error_payment,GoodFood Basel 2,2021-01-25 11:52:00.000,,
2021-01-25 11:39:49.493,error_payment,GoodFood Genève,2021-01-25 12:12:00.000,,
2021-01-25 11:51:49.448,complete,Maria,2021-01-25 12:16:00.000,2021-01-25 12:31:29.500,2021-01-25 12:32:40.190
2021-01-25 11:54:21.555,complete,Pizza Princess SG,2021-01-25 12:28:00.000,2021-01-25 12:17:24.633,2021-01-25 12:28:07.927
2021-01-25 12:05:22.449,complete,Maria - Rive Gauche,2021-01-25 12:26:00.000,2021-01-25 12:22:17.156,2021-01-25 12:37:08.292
2021-01-25 12:06:23.741,complete,GoodFood Lausanne,2021-01-25 12:39:00.000,2021-01-25 12:06:54.816,2021-01-25 12:24:42.170
2021-01-25 12:17:15.568,complete,GoodFood Lausanne,2021-01-25 12:42:00.000,2021-01-25 12:36:34.736,2021-01-25 12:36:36.284
2021-01-25 12:43:07.046,complete,GoodFood Basel 2,2021-01-25 13:11:00.000,2021-01-25 13:19:29.408,2021-01-25 13:24:37.322
2021-01-25 13:04:59.085,complete,Pizza Princess Lausanne,2021-01-25 13:54:00.000,2021-01-25 13:21:09.776,2021-01-25 13:37:04.322
2021-01-25 13:09:15.245,complete,Red Pat - Craft Burgers & Beer,2021-01-25 13:39:00.000,2021-01-25 13:20:25.804,2021-01-25 13:21:30.956
2021-01-25 13:24:02.970,complete,GoodFood Genève,2021-01-25 13:57:00.000,2021-01-25 13:32:47.721,2021-01-25 13:36:53.197
2021-01-25 14:11:13.666,complete,Pizza Princess Neuchâtel,2021-01-25 14:39:00.000,2021-01-25 14:41:27.215,2021-01-25 14:41:29.662
2021-01-25 14:12:51.517,complete,GoodFood Basel 2,2021-01-25 14:42:00.000,2021-01-25 14:20:29.143,2021-01-25 14:36:29.497
2021-01-25 14:13:21.015,complete,GoodFood Basel 2,2021-01-25 14:40:00.000,2021-01-25 14:40:51.722,2021-01-25 14:43:40.404
2021-01-25 14:58:21.928,complete,GoodFood Lausanne,2021-01-25 15:23:00.000,2021-01-25 15:41:11.162,2021-01-25 15:52:51.275
2021-01-25 15:25:34.109,complete,GoodFood Genève,2021-01-25 15:58:00.000,2021-01-25 15:29:29.048,2021-01-25 15:41:17.095
2021-01-25 15:51:51.821,complete,GoodFood Lausanne,2021-01-25 16:11:00.000,2021-01-25 16:11:54.860,2021-01-25 16:15:30.582
2021-01-25 15:53:21.407,error_payment,GoodFood Genève,2021-01-25 16:27:00.000,,
2021-01-25 16:32:05.011,complete,GoodFood Basel,2021-01-25 16:56:00.000,2021-01-25 17:05:19.497,2021-01-25 17:09:14.221
2021-01-25 16:50:47.080,error_payment,GoodFood Basel 2,2021-01-25 17:12:00.000,,
2021-01-25 16:53:34.945,complete,Maria - Rive Droite,2021-01-25 18:52:00.000,2021-01-25 18:31:06.171,2021-01-25 18:31:12.333
2021-01-25 17:15:23.588,complete,GoodFood Lausanne,2021-01-25 17:35:00.000,2021-01-25 17:21:41.520,2021-01-25 17:30:19.997
2021-01-25 17:26:58.744,complete,Pizza Princess Basel,2021-01-25 17:57:00.000,2021-01-25 17:46:58.903,2021-01-25 17:50:11.048
2021-01-25 17:50:44.830,complete,Pizza Princess Lausanne,2021-01-25 18:16:00.000,2021-01-25 17:55:34.974,2021-01-25 18:04:04.209
2021-01-25 17:57:14.277,complete,Pizza Princess Genève,2021-01-25 18:26:00.000,2021-01-25 18:09:10.924,2021-01-25 18:34:34.048
2021-01-25 18:02:15.753,complete,Pizza Princess Zürich,2021-01-25 18:36:00.000,2021-01-25 18:14:10.501,2021-01-25 18:21:20.525
2021-01-25 18:03:08.174,complete,Pizza Princess Neuchâtel,2021-01-25 18:41:00.000,2021-01-25 18:10:40.268,2021-01-25 18:10:42.537
2021-01-25 18:06:14.632,complete,GoodFood Basel 2,2021-01-25 18:35:00.000,2021-01-25 18:43:16.759,2021-01-25 18:43:18.830
2021-01-25 18:08:33.383,complete,Maria,2021-01-25 18:34:00.000,2021-01-25 18:24:04.211,2021-01-25 18:32:06.094
2021-01-25 18:18:21.717,error_payment,GoodFood Basel 2,2021-01-25 18:52:00.000,,
2021-01-25 18:20:55.572,complete,Pizza Princess Basel,2021-01-25 18:50:00.000,2021-01-25 18:49:30.705,2021-01-25 18:54:14.399
2021-01-25 18:23:06.513,complete,Maria,2021-01-25 18:52:00.000,2021-01-25 18:35:38.536,2021-01-25 18:35:41.408
2021-01-25 18:24:08.774,complete,Red Pat - Craft Burgers & Beer,2021-01-25 19:01:00.000,2021-01-25 18:40:06.028,2021-01-25 18:45:28.615
2021-01-25 18:32:04.414,error_payment,Pizza Princess Neuchâtel,2021-01-25 19:07:00.000,,
2021-01-25 18:32:07.764,complete,Maria,2021-01-25 19:03:00.000,2021-01-25 18:51:36.955,2021-01-25 18:52:07.897
2021-01-25 18:34:19.019,complete,Pizza Princess Neuchâtel,2021-01-25 18:55:00.000,2021-01-25 19:15:53.869,2021-01-25 19:25:51.210
2021-01-25 18:37:28.878,complete,Maria,2021-01-25 19:01:00.000,2021-01-25 19:06:16.702,2021-01-25 19:09:12.527
2021-01-25 18:38:11.576,complete,Pizza Princess SG,2021-01-25 19:10:00.000,2021-01-25 19:23:02.079,2021-01-25 19:51:36.957
2021-01-25 18:39:14.438,error_payment,GoodFood Lausanne,2021-01-25 19:09:00.000,,
2021-01-25 18:45:16.962,complete,Pizza Princess Zürich,2021-01-25 19:54:00.000,2021-01-25 20:12:23.541,2021-01-25 20:19:30.726
2021-01-25 18:50:06.360,complete,Maria,2021-01-25 19:21:00.000,2021-01-25 19:16:11.534,2021-01-25 19:19:53.255
2021-01-25 18:52:03.920,complete,GoodFood Basel,2021-01-25 19:23:00.000,2021-01-25 19:06:55.785,2021-01-25 19:17:06.940
2021-01-25 18:52:51.590,complete,Maria,2021-01-25 19:19:00.000,2021-01-25 19:17:48.429,2021-01-25 19:22:05.030
2021-01-25 18:55:48.370,complete,Pizza Princess Genève,2021-01-25 19:27:00.000,2021-01-25 19:13:37.112,2021-01-25 19:16:46.630
2021-01-25 19:06:58.919,complete,Maria - Rive Droite,2021-01-25 19:36:00.000,2021-01-25 19:27:05.005,2021-01-25 19:33:17.355
2021-01-25 19:07:25.052,complete,GoodFood Basel 2,2021-01-25 19:38:00.000,2021-01-25 19:56:16.091,2021-01-25 19:59:55.481
2021-01-25 19:11:59.035,complete,GoodFood Lausanne,2021-01-25 19:41:00.000,2021-01-25 19:46:09.985,2021-01-25 19:46:11.947
2021-01-25 19:14:34.105,complete,Pizza Princess Genève,2021-01-25 19:57:00.000,2021-01-25 20:11:13.290,2021-01-25 20:12:37.013
2021-01-25 19:16:05.350,complete,GoodFood Genève,2021-01-25 19:55:00.000,2021-01-25 19:28:48.465,2021-01-25 19:31:50.652
2021-01-25 19:33:32.435,error_payment,Pizza Princess Genève,2021-01-25 20:02:00.000,,
2021-01-25 19:39:00.475,complete,GoodFood Basel 2,2021-01-25 20:06:00.000,2021-01-25 19:58:51.741,2021-01-25 20:08:14.823
2021-01-25 19:41:04.041,complete,Pizza Princess Genève,2021-01-25 20:11:00.000,2021-01-25 20:24:25.127,2021-01-25 20:25:19.716
2021-01-25 19:45:00.105,canceled,Pizza Princess SG,2021-01-25 20:07:00.000,,
2021-01-25 19:45:48.091,complete,Pizza Princess SG,2021-01-25 20:26:00.000,2021-01-25 20:03:03.940,2021-01-25 20:03:45.016
2021-01-25 19:48:52.135,complete,Maria,2021-01-25 20:22:00.000,2021-01-25 20:07:13.757,2021-01-25 20:16:45.249
2021-01-25 20:21:44.017,complete,Maria - Rive Gauche,2021-01-25 20:57:00.000,2021-01-25 20:31:14.933,2021-01-25 20:40:50.537
2021-01-25 20:27:19.875,complete,GoodFood Genève,2021-01-25 20:56:00.000,2021-01-25 20:47:02.975,2021-01-25 20:47:04.801
2021-01-25 20:30:05.295,complete,GoodFood Genève,2021-01-25 21:04:00.000,2021-01-25 20:44:25.832,2021-01-25 20:53:42.755
2021-01-25 20:31:15.491,complete,Maria,2021-01-25 20:55:00.000,2021-01-25 20:51:06.705,2021-01-25 20:54:25.561
2021-01-25 20:36:28.269,complete,Maria - Rive Gauche,2021-01-25 21:11:00.000,2021-01-25 20:47:22.460,2021-01-25 21:06:11.496
2021-01-25 20:37:10.243,complete,Pizza Princess Lausanne,2021-01-25 21:08:00.000,2021-01-25 20:39:43.553,2021-01-25 20:50:06.596
2021-01-25 20:38:32.497,error_payment,Pizza Princess Genève,2021-01-25 20:55:00.000,,
2021-01-25 20:47:15.868,complete,Maria,2021-01-25 21:08:00.000,2021-01-25 20:52:42.049,2021-01-25 20:57:27.329
2021-01-25 21:11:55.273,complete,GoodFood Basel,2021-01-25 21:43:00.000,2021-01-25 21:47:11.993,2021-01-25 21:52:27.197
2021-01-25 21:42:48.548,complete,Pizza Princess Neuchâtel,2021-01-25 22:26:00.000,2021-01-25 21:46:11.753,2021-01-25 21:53:12.072
2021-01-25 21:58:14.311,complete,Pizza Princess Neuchâtel,2021-01-25 22:28:00.000,2021-01-25 22:04:52.237,2021-01-25 22:08:04.687
2021-01-25 22:09:38.013,complete,Pizza Princess Genève,2021-01-25 22:41:00.000,2021-01-25 22:21:23.358,2021-01-25 22:22:26.510
2021-01-25 22:14:29.954,error_payment,GoodFood Basel 2,2021-01-25 22:43:00.000,,
2021-01-26 10:20:42.510,complete,GoodFood Genève,2021-01-26 13:25:00.000,2021-01-26 12:51:43.366,2021-01-26 12:53:40.296
2021-01-26 10:34:03.812,complete,GoodFood Basel,2021-01-26 12:27:00.000,2021-01-26 12:37:47.895,2021-01-26 12:44:46.785
2021-01-26 10:36:19.890,complete,GoodFood Genève,2021-01-26 11:22:00.000,2021-01-26 10:50:22.836,2021-01-26 10:56:09.062
2021-01-26 10:42:37.067,complete,GoodFood Basel,2021-01-26 11:12:00.000,2021-01-26 11:07:01.098,2021-01-26 11:13:10.653
2021-01-26 11:34:32.772,complete,Pizza Princess Neuchâtel,2021-01-26 11:56:00.000,2021-01-26 11:50:47.891,2021-01-26 11:51:59.100
2021-01-26 12:01:17.063,complete,Pizza Princess SG,2021-01-26 12:25:00.000,2021-01-26 12:17:42.017,2021-01-26 12:33:04.093
2021-01-26 12:03:06.232,complete,Pizza Princess Lausanne,2021-01-26 12:25:00.000,2021-01-26 12:12:43.992,2021-01-26 12:17:49.747
2021-01-26 12:08:38.645,complete,Pizza Princess Genève,2021-01-26 12:40:00.000,2021-01-26 12:39:43.009,2021-01-26 12:40:38.837
2021-01-26 12:16:59.688,complete,GoodFood Genève,2021-01-26 12:39:00.000,2021-01-26 12:31:46.937,2021-01-26 12:35:56.080
2021-01-26 12:25:25.922,complete,GoodFood Lausanne,2021-01-26 12:55:00.000,2021-01-26 12:43:44.930,2021-01-26 12:54:25.018
2021-01-26 12:25:44.096,complete,Pizza Princess Neuchâtel,2021-01-26 12:54:00.000,2021-01-26 12:48:38.103,2021-01-26 12:48:40.953
2021-01-26 12:28:46.132,complete,Maria - Rive Gauche,2021-01-26 12:56:00.000,2021-01-26 12:55:37.171,2021-01-26 12:57:01.166
2021-01-26 12:36:13.072,complete,GoodFood Genève,2021-01-26 13:10:00.000,2021-01-26 13:17:07.094,2021-01-26 13:17:08.319
2021-01-26 12:37:20.285,complete,Pizza Princess Zürich,2021-01-26 12:58:00.000,2021-01-26 13:09:09.059,2021-01-26 13:11:54.862
2021-01-26 13:03:16.872,complete,GoodFood Basel 2,2021-01-26 13:25:00.000,2021-01-26 13:13:32.928,2021-01-26 13:18:58.816
2021-01-26 13:04:34.545,complete,GoodFood Basel 2,2021-01-26 13:24:00.000,2021-01-26 13:09:54.053,2021-01-26 13:19:21.601
2021-01-26 13:10:56.796,complete,Pizza Princess Lausanne,2021-01-26 13:38:00.000,2021-01-26 13:26:56.559,2021-01-26 13:35:37.026
2021-01-26 13:15:06.904,complete,Pizza Princess SG,2021-01-26 13:38:00.000,2021-01-26 13:19:41.307,2021-01-26 13:23:50.520
2021-01-26 13:16:45.651,complete,Red Pat - Craft Burgers & Beer,2021-01-26 13:36:00.000,2021-01-26 13:20:08.339,2021-01-26 13:32:02.255
2021-01-26 14:10:31.208,complete,GoodFood Genève,2021-01-26 14:42:00.000,2021-01-26 14:10:57.682,2021-01-26 14:26:29.316
2021-01-26 15:05:02.021,error_payment,Pizza Princess Zürich,2021-01-26 15:37:00.000,,
2021-01-26 16:08:05.049,complete,GoodFood Basel,2021-01-26 16:41:00.000,2021-01-26 16:18:37.151,2021-01-26 16:18:50.043
2021-01-26 17:08:00.518,complete,Pizza Princess SG,2021-01-26 19:07:00.000,2021-01-26 18:47:11.295,2021-01-26 18:53:08.648
2021-01-26 17:29:19.291,complete,Red Pat - Craft Burgers & Beer,2021-01-26 17:52:00.000,2021-01-26 17:43:52.005,2021-01-26 17:45:58.390
2021-01-26 17:36:23.893,complete,GoodFood Lausanne,2021-01-26 18:10:00.000,2021-01-26 17:43:12.111,2021-01-26 18:04:21.729
2021-01-26 17:40:46.256,complete,GoodFood Genève,2021-01-26 18:07:00.000,2021-01-26 18:17:05.022,2021-01-26 18:17:06.661
2021-01-26 18:00:59.126,complete,GoodFood Basel 2,2021-01-26 18:25:00.000,2021-01-26 18:30:04.350,2021-01-26 18:33:46.083
2021-01-26 18:01:04.717,complete,GoodFood Basel,2021-01-26 18:25:00.000,2021-01-26 18:31:56.108,2021-01-26 18:37:14.514
2021-01-26 18:12:43.387,complete,Red Pat - Craft Burgers & Beer,2021-01-26 19:23:00.000,2021-01-26 19:22:34.248,2021-01-26 19:29:13.723
2021-01-26 18:14:13.267,complete,Red Pat - Craft Burgers & Beer,2021-01-26 18:38:00.000,2021-01-26 18:27:24.285,2021-01-26 18:30:51.852
2021-01-26 18:25:37.469,complete,Pizza Princess Neuchâtel,2021-01-26 18:57:00.000,2021-01-26 18:46:50.060,2021-01-26 18:57:41.762
2021-01-26 18:28:40.589,complete,Maria - Rive Droite,2021-01-26 18:54:00.000,2021-01-26 18:41:35.986,2021-01-26 18:47:28.262
2021-01-26 18:30:46.413,canceled,GoodFood Basel,2021-01-26 18:56:00.000,,
2021-01-26 18:30:57.676,complete,Maria,2021-01-26 18:57:00.000,2021-01-26 18:49:25.373,2021-01-26 18:49:51.463
2021-01-26 18:33:05.685,complete,Maria - Rive Gauche,2021-01-26 19:11:00.000,2021-01-26 19:14:31.870,2021-01-26 19:16:41.011
2021-01-26 18:36:08.108,complete,GoodFood Basel,2021-01-26 18:56:00.000,2021-01-26 18:52:41.871,2021-01-26 18:59:36.904
2021-01-26 18:40:07.590,complete,Maria,2021-01-26 19:11:00.000,2021-01-26 19:18:40.850,2021-01-26 19:22:02.609
2021-01-26 18:40:51.794,complete,GoodFood Basel,2021-01-26 19:10:00.000,2021-01-26 19:03:54.594,2021-01-26 19:07:57.213
2021-01-26 18:42:22.374,complete,Red Pat - Craft Burgers & Beer,2021-01-26 19:05:00.000,2021-01-26 19:16:04.252,2021-01-26 19:22:56.098
2021-01-26 18:42:48.124,complete,Red Pat - Craft Burgers & Beer,2021-01-26 19:11:00.000,2021-01-26 18:53:58.934,2021-01-26 19:00:04.398
2021-01-26 18:44:12.807,error_payment,Maria,2021-01-26 19:12:00.000,,
2021-01-26 18:46:32.027,error_payment,GoodFood Genève,2021-01-26 19:13:00.000,,
2021-01-26 18:46:51.715,complete,GoodFood Basel 2,2021-01-26 19:22:00.000,2021-01-26 19:25:29.100,2021-01-26 19:29:03.003
2021-01-26 18:48:29.559,complete,Maria - Rive Droite,2021-01-26 19:11:00.000,2021-01-26 19:04:59.424,2021-01-26 19:05:20.609
2021-01-26 19:07:37.460,error_payment,Pizza Princess SG,2021-01-26 19:34:00.000,,
2021-01-26 19:09:34.416,error_payment,Pizza Princess Lausanne,2021-01-26 19:43:00.000,,
2021-01-26 19:12:35.775,complete,Maria - Rive Gauche,2021-01-26 19:55:00.000,2021-01-26 19:46:50.164,2021-01-26 19:48:54.992
2021-01-26 19:12:39.417,complete,GoodFood Basel,2021-01-26 19:42:00.000,2021-01-26 19:35:45.380,2021-01-26 20:08:12.340
2021-01-26 19:13:37.661,complete,Red Pat - Craft Burgers & Beer,2021-01-26 19:43:00.000,2021-01-26 19:30:24.589,2021-01-26 19:37:41.099
2021-01-26 19:18:04.145,complete,GoodFood Genève,2021-01-26 19:43:00.000,2021-01-26 19:25:44.320,2021-01-26 19:33:54.365
2021-01-26 19:25:42.979,complete,Maria,2021-01-26 19:57:00.000,2021-01-26 19:35:25.237,2021-01-26 19:50:01.001
2021-01-26 19:26:47.322,complete,Maria,2021-01-26 19:57:00.000,2021-01-26 19:50:12.023,2021-01-26 19:50:13.954
2021-01-26 19:30:31.701,complete,GoodFood Basel 2,2021-01-26 19:58:00.000,2021-01-26 19:35:49.088,2021-01-26 19:40:23.940
2021-01-26 19:31:59.346,complete,Pizza Princess Basel,2021-01-26 20:07:00.000,2021-01-26 20:15:31.487,2021-01-26 20:18:16.135
2021-01-26 19:36:47.459,complete,Red Pat - Craft Burgers & Beer,2021-01-26 20:10:00.000,2021-01-26 20:38:55.287,2021-01-26 20:39:15.566
2021-01-26 19:37:57.434,error_payment,GoodFood Basel,2021-01-26 19:58:00.000,,
2021-01-26 19:37:58.587,error_payment,Maria - Rive Gauche,2021-01-26 20:11:00.000,,
2021-01-26 19:41:49.370,complete,GoodFood Lausanne,2021-01-26 20:12:00.000,2021-01-26 19:54:05.680,2021-01-26 19:59:31.578
2021-01-26 19:43:09.302,complete,ByMÀ by Maria,2021-01-26 20:08:00.000,2021-01-26 20:27:17.165,2021-01-26 20:28:51.942
2021-01-26 19:47:48.025,complete,GoodFood Basel,2021-01-26 20:14:00.000,2021-01-26 20:20:26.273,2021-01-26 20:20:29.812
2021-01-26 19:50:01.909,complete,Pizza Princess Zürich,2021-01-26 20:23:00.000,2021-01-26 20:19:19.551,2021-01-26 20:20:58.811
2021-01-26 19:55:20.156,complete,GoodFood Lausanne,2021-01-26 20:26:00.000,2021-01-26 21:35:35.041,2021-01-26 21:48:14.422
2021-01-26 19:56:53.406,complete,GoodFood Genève,2021-01-26 20:24:00.000,2021-01-26 20:13:16.064,2021-01-26 20:16:13.914
2021-01-26 20:00:08.760,complete,Maria,2021-01-26 20:23:00.000,2021-01-26 20:24:33.960,2021-01-26 20:25:19.861
2021-01-26 20:10:30.153,complete,Red Pat - Craft Burgers & Beer,2021-01-26 20:40:00.000,2021-01-26 20:26:28.155,2021-01-26 20:27:20.932
2021-01-26 20:12:44.175,complete,Maria - Rive Gauche,2021-01-26 20:42:00.000,2021-01-26 20:39:15.718,2021-01-26 20:41:43.974
2021-01-26 20:17:40.217,complete,GoodFood Basel 2,2021-01-26 20:42:00.000,2021-01-26 20:37:24.682,2021-01-26 20:41:09.849
2021-01-26 20:32:03.310,complete,Maria - Rive Gauche,2021-01-26 21:11:00.000,2021-01-26 20:43:58.393,2021-01-26 21:11:14.707
2021-01-26 20:41:31.590,error_payment,GoodFood Lausanne,2021-01-26 21:09:00.000,,
2021-01-26 20:47:19.860,error_payment,Pizza Princess Basel,2021-01-26 21:11:00.000,,
2021-01-26 20:49:29.835,complete,Red Pat - Craft Burgers & Beer,2021-01-26 21:20:00.000,2021-01-26 20:56:01.550,2021-01-26 21:00:10.034
2021-01-26 20:58:58.168,complete,Maria - Rive Gauche,2021-01-26 21:36:00.000,2021-01-26 21:05:32.587,2021-01-26 21:24:04.699
2021-01-26 21:07:13.730,complete,Pizza Princess SG,2021-01-27 12:09:00.000,2021-01-27 11:59:42.881,2021-01-27 11:59:47.894
2021-01-26 21:36:33.888,error_payment,Maria - Rive Gauche,2021-01-26 22:15:00.000,,
2021-01-26 21:44:53.088,complete,GoodFood Basel 2,2021-01-26 22:13:00.000,2021-01-26 21:56:49.974,2021-01-26 22:07:56.881
2021-01-26 21:51:59.043,complete,Pizza Princess Lausanne,2021-01-26 22:27:00.000,2021-01-26 22:02:46.524,2021-01-26 22:10:59.185
2021-01-26 22:24:38.816,canceled_reimbursed,GoodFood Genève,2021-01-26 22:50:00.000,2021-01-26 22:29:49.688,
2021-01-27 07:53:11.791,complete,Maria,2021-01-27 18:34:00.000,2021-01-27 18:16:32.944,2021-01-27 18:17:17.840
2021-01-27 10:15:14.850,complete,GoodFood Basel 2,2021-01-27 12:38:00.000,2021-01-27 12:48:39.589,2021-01-27 12:53:03.892
2021-01-27 10:15:21.903,complete,Maria - Rive Droite,2021-01-27 11:54:00.000,2021-01-27 11:19:34.886,2021-01-27 11:31:20.118
2021-01-27 10:57:17.684,error_payment,Pizza Princess Zürich,2021-01-27 11:34:00.000,,
2021-01-27 10:59:03.168,complete,GoodFood Basel,2021-01-27 11:25:00.000,2021-01-27 11:25:03.071,2021-01-27 11:33:36.966
2021-01-27 11:02:19.651,error_payment,GoodFood Basel 2,2021-01-27 11:57:00.000,,
2021-01-27 11:03:42.982,error_payment,GoodFood Genève,2021-01-27 11:40:00.000,,
2021-01-27 11:25:06.089,complete,GoodFood Basel,2021-01-27 11:57:00.000,2021-01-27 12:11:33.613,2021-01-27 12:13:10.409
2021-01-27 11:49:50.827,complete,Pizza Princess Basel,2021-01-27 12:09:00.000,2021-01-27 12:15:44.866,2021-01-27 12:17:04.527
2021-01-27 11:57:47.443,complete,Pizza Princess Lausanne,2021-01-27 12:22:00.000,,
2021-01-27 12:06:50.409,complete,GoodFood Basel,2021-01-27 12:43:00.000,2021-01-27 13:35:15.514,2021-01-27 13:43:35.840
2021-01-27 12:06:56.655,complete,Red Pat - Craft Burgers & Beer,2021-01-27 12:35:00.000,2021-01-27 12:23:18.310,2021-01-27 12:26:55.814
2021-01-27 12:07:54.139,complete,Pizza Princess Genève,2021-01-27 12:40:00.000,2021-01-27 12:37:38.297,2021-01-27 12:39:49.845
2021-01-27 12:14:55.801,complete,Maria,2021-01-27 12:57:00.000,2021-01-27 12:41:46.560,2021-01-27 12:51:36.520
2021-01-27 12:25:05.494,complete,Pizza Princess Zürich,2021-01-27 12:57:00.000,2021-01-27 12:45:04.184,2021-01-27 12:53:01.174
2021-01-27 12:31:54.505,complete,Pizza Princess SG,2021-01-27 13:06:00.000,2021-01-27 13:09:53.774,2021-01-27 13:12:16.617
2021-01-27 13:05:59.389,complete,Maria,2021-01-27 13:28:00.000,2021-01-27 13:13:37.062,2021-01-27 13:13:40.230
2021-01-27 13:10:00.217,complete,GoodFood Lausanne,2021-01-27 13:41:00.000,2021-01-27 13:29:27.075,2021-01-27 13:32:12.742
2021-01-27 13:10:23.608,error_payment,GoodFood Basel 2,2021-01-27 14:12:00.000,,
2021-01-27 13:12:32.595,complete,Pizza Princess Genève,2021-01-27 13:56:00.000,2021-01-27 13:31:56.144,2021-01-27 13:33:51.680
2021-01-27 13:16:48.702,error_payment,GoodFood Basel 2,2021-01-27 13:41:00.000,,
2021-01-27 13:31:46.164,complete,Maria,2021-01-27 18:54:00.000,2021-01-27 18:28:06.555,2021-01-27 18:51:18.448
2021-01-27 13:34:04.100,error_payment,GoodFood Genève,2021-01-27 13:58:00.000,,
2021-01-27 14:06:41.802,complete,Red Pat - Craft Burgers & Beer,2021-01-27 14:37:00.000,2021-01-27 14:14:38.297,2021-01-27 14:21:34.663
2021-01-27 14:17:25.970,canceled_reimbursed,GoodFood Basel 2,2021-01-27 14:38:00.000,,
2021-01-27 14:25:43.630,complete,GoodFood Basel 2,2021-01-27 14:57:00.000,2021-01-27 14:31:12.345,2021-01-27 14:40:45.329
2021-01-27 14:45:46.522,complete,GoodFood Basel 2,2021-01-27 15:13:00.000,2021-01-27 15:18:10.887,2021-01-27 15:27:59.997
2021-01-27 14:56:12.042,error_payment,GoodFood Genève,2021-01-27 15:27:00.000,,
2021-01-27 15:43:55.161,complete,Pizza Princess Lausanne,2021-01-27 16:22:00.000,2021-01-27 15:59:35.217,2021-01-27 16:02:09.188
2021-01-27 16:18:25.077,complete,Pizza Princess Lausanne,2021-01-27 16:40:00.000,2021-01-27 16:26:54.520,2021-01-27 16:28:26.445
2021-01-27 16:19:55.281,error_payment,GoodFood Basel,2021-01-27 16:53:00.000,,
2021-01-27 17:40:59.712,complete,GoodFood Basel 2,2021-01-27 18:10:00.000,2021-01-27 17:46:48.282,2021-01-27 17:57:35.946
2021-01-27 17:48:10.230,error_payment,Pizza Princess SG,2021-01-27 18:11:00.000,,
2021-01-27 17:49:12.225,complete,Pizza Princess Neuchâtel,2021-01-27 18:11:00.000,2021-01-27 17:53:47.813,2021-01-27 17:59:57.207
2021-01-27 17:57:06.670,complete,GoodFood Lausanne,2021-01-27 18:25:00.000,2021-01-27 18:06:34.455,2021-01-27 18:18:10.623
2021-01-27 18:02:58.447,complete,GoodFood Basel 2,2021-01-27 18:27:00.000,2021-01-27 18:24:46.513,2021-01-27 18:29:41.757
2021-01-27 18:04:29.790,complete,Red Pat - Craft Burgers & Beer,2021-01-27 18:41:00.000,2021-01-27 18:08:48.826,2021-01-27 18:23:36.289
2021-01-27 18:07:41.935,complete,Pizza Princess Basel,2021-01-27 18:36:00.000,2021-01-27 18:44:04.041,2021-01-27 18:44:10.454
2021-01-27 18:09:55.877,complete,Pizza Princess Genève,2021-01-27 18:41:00.000,2021-01-27 18:13:54.914,2021-01-27 18:20:46.090
2021-01-27 18:24:52.855,complete,GoodFood Basel,2021-01-27 18:50:00.000,2021-01-27 18:44:58.913,2021-01-27 18:50:48.358
2021-01-27 18:31:39.593,complete,Pizza Princess Neuchâtel,2021-01-27 19:12:00.000,2021-01-27 18:45:42.099,2021-01-27 18:51:21.707
2021-01-27 18:31:58.544,complete,GoodFood Genève,2021-01-27 18:53:00.000,2021-01-27 19:00:21.161,2021-01-27 19:01:47.502
