createdAt,status,restaurantName,pickupDeadline,driverArrivedAtRestaurantAt,pickedAt
2021-01-29 18:47:10.084,complete,GoodFood Genève,2021-01-29 19:07:00.000,2021-01-29 19:11:06.763,2021-01-29 19:20:57.657
2021-01-29 18:53:19.324,complete,Maria,2021-01-29 19:23:00.000,2021-01-29 19:32:24.357,2021-01-29 19:33:57.928
2021-01-29 18:55:27.534,complete,GoodFood Lausanne,2021-01-29 19:57:00.000,2021-01-29 20:08:45.087,2021-01-29 20:13:33.659
2021-01-29 19:01:35.771,complete,GoodFood Basel 2,2021-01-29 19:26:00.000,2021-01-29 19:15:23.082,2021-01-29 19:21:10.507
2021-01-29 19:04:06.745,complete,GoodFood Lausanne,2021-01-29 19:42:00.000,2021-01-29 20:15:57.001,2021-01-29 20:21:08.221
2021-01-29 19:05:28.898,complete,Pizza Princess Basel,2021-01-29 19:38:00.000,2021-01-29 19:30:57.074,2021-01-29 19:31:03.893
2021-01-29 19:05:41.755,complete,Maria,2021-01-29 19:39:00.000,2021-01-29 19:50:33.442,2021-01-29 19:55:14.715
2021-01-29 19:08:26.297,error_payment,GoodFood Genève,2021-01-29 19:38:00.000,,
2021-01-29 19:09:36.401,complete,Maria - Rive Droite,2021-01-29 19:40:00.000,2021-01-29 19:39:05.485,2021-01-29 20:14:29.537
2021-01-29 19:14:08.977,complete,GoodFood Basel,2021-01-29 19:35:00.000,2021-01-29 19:48:51.757,2021-01-29 19:51:06.107
2021-01-29 19:15:47.202,complete,GoodFood Lausanne,2021-01-29 19:53:00.000,2021-01-29 20:12:06.335,2021-01-29 20:27:21.573
2021-01-29 19:19:15.551,complete,Maria - Rive Droite,2021-01-29 19:40:00.000,2021-01-29 19:45:09.806,2021-01-29 19:55:04.968
2021-01-29 19:20:08.454,complete,GoodFood Basel 2,2021-01-29 19:51:00.000,2021-01-29 19:40:18.738,2021-01-29 19:45:19.237
2021-01-29 19:21:53.466,complete,GoodFood Basel 2,2021-01-29 19:54:00.000,2021-01-29 20:08:45.847,2021-01-29 20:13:13.789
2021-01-29 19:23:41.639,complete,GoodFood Basel 2,2021-01-29 19:56:00.000,2021-01-29 19:51:24.827,2021-01-29 20:07:16.024
2021-01-29 19:24:19.654,complete,Pizza Princess SG,2021-01-29 19:58:00.000,2021-01-29 19:53:07.573,2021-01-29 19:57:08.114
2021-01-29 19:25:18.233,complete,Maria,2021-01-29 20:58:00.000,2021-01-29 20:54:09.083,2021-01-29 20:54:11.170
2021-01-29 19:29:07.940,complete,GoodFood Basel 2,2021-01-29 19:57:00.000,2021-01-29 20:30:15.719,2021-01-29 20:31:16.223
2021-01-29 19:34:56.746,complete,Maria,2021-01-29 19:58:00.000,2021-01-29 20:07:27.588,2021-01-29 20:10:30.526
2021-01-29 19:35:41.505,complete,Pizza Princess Neuchâtel,2021-01-29 19:55:00.000,2021-01-29 20:31:31.267,2021-01-29 20:34:24.430
2021-01-29 19:36:44.776,complete,Maria - Rive Droite,2021-01-29 20:10:00.000,2021-01-29 20:10:10.370,2021-01-29 20:45:54.872
2021-01-29 19:39:06.141,complete,Maria - Rive Droite,2021-01-29 20:00:00.000,,
2021-01-29 19:39:44.081,complete,GoodFood Genève,2021-01-29 20:11:00.000,2021-01-29 20:52:18.842,2021-01-29 21:02:30.545
2021-01-29 19:41:38.608,complete,Red Pat - Craft Burgers & Beer,2021-01-29 20:27:00.000,2021-01-29 20:43:14.274,2021-01-29 20:44:05.254
2021-01-29 19:42:10.786,complete,GoodFood Basel,2021-01-29 20:33:00.000,2021-01-29 20:47:52.897,2021-01-29 21:15:22.067
2021-01-29 19:48:55.174,canceled,GoodFood Basel 2,2021-01-29 20:10:00.000,,
2021-01-29 19:53:37.588,complete,GoodFood Lausanne,2021-01-29 20:46:00.000,2021-01-29 20:53:52.592,2021-01-29 20:53:53.460
2021-01-29 19:54:16.281,complete,GoodFood Genève,2021-01-29 20:27:00.000,2021-01-29 20:46:14.903,2021-01-29 20:51:23.693
2021-01-29 19:54:24.857,error_payment,GoodFood Genève,2021-01-29 21:11:00.000,,
2021-01-29 19:56:07.230,complete,Red Pat - Craft Burgers & Beer,2021-01-29 20:59:00.000,2021-01-29 21:09:03.850,2021-01-29 21:14:36.398
2021-01-29 20:00:47.137,complete,GoodFood Basel 2,2021-01-29 20:31:00.000,2021-01-29 20:47:52.806,2021-01-29 20:48:41.038
2021-01-29 20:06:14.580,complete,GoodFood Lausanne,2021-01-29 20:37:00.000,2021-01-29 20:08:36.121,2021-01-29 20:14:33.580
2021-01-29 20:08:23.357,complete,Maria,2021-01-29 20:38:00.000,2021-01-29 21:10:17.016,2021-01-29 21:11:36.600
2021-01-29 20:11:13.321,complete,GoodFood Basel 2,2021-01-29 20:38:00.000,2021-01-29 20:55:14.437,2021-01-29 20:59:57.526
2021-01-29 20:12:19.031,error_payment,GoodFood Basel,2021-01-29 20:43:00.000,,
2021-01-29 20:13:21.232,complete,Pizza Princess Neuchâtel,2021-01-29 20:40:00.000,2021-01-29 20:55:50.787,2021-01-29 21:04:47.013
2021-01-29 20:13:56.681,complete,Red Pat - Craft Burgers & Beer,2021-01-29 20:52:00.000,2021-01-29 21:03:54.124,2021-01-29 21:03:56.242
2021-01-29 20:15:47.624,complete,Maria,2021-01-29 20:39:00.000,2021-01-29 21:01:56.175,2021-01-29 21:03:56.846
2021-01-29 20:18:19.363,complete,GoodFood Lausanne,2021-01-29 20:43:00.000,2021-01-29 20:59:52.183,2021-01-29 21:01:22.446
2021-01-29 20:30:53.076,complete,Maria,2021-01-29 20:56:00.000,2021-01-29 20:54:08.858,2021-01-29 20:54:10.403
2021-01-29 20:40:44.317,complete,Maria,2021-01-29 21:07:00.000,2021-01-29 22:01:38.838,2021-01-29 22:02:56.906
2021-01-29 20:41:37.299,error_payment,GoodFood Genève,2021-01-29 21:08:00.000,,
2021-01-29 20:46:33.625,complete,GoodFood Basel 2,2021-01-29 21:28:00.000,2021-01-29 21:40:25.422,2021-01-29 21:47:05.482
2021-01-29 20:49:36.067,complete,Maria,2021-01-29 21:12:00.000,2021-01-29 21:09:33.820,2021-01-29 21:12:12.510
2021-01-29 20:54:32.028,complete,GoodFood Lausanne,2021-01-29 21:23:00.000,2021-01-29 21:46:08.527,2021-01-29 22:00:23.406
2021-01-29 21:09:29.405,complete,GoodFood Lausanne,2021-01-29 21:41:00.000,2021-01-29 21:21:01.688,2021-01-29 21:26:27.257
2021-01-29 21:15:50.843,complete,GoodFood Basel 2,2021-01-29 21:38:00.000,2021-01-29 21:35:22.236,2021-01-29 21:50:30.805
2021-01-29 21:40:04.741,canceled,GoodFood Genève,2021-01-29 22:07:00.000,,
2021-01-29 21:51:39.902,error_payment,GoodFood Basel 2,2021-01-29 22:21:00.000,,
2021-01-29 22:05:07.787,error_payment,GoodFood Basel 2,2021-01-29 22:27:00.000,,
2021-01-29 23:41:08.188,canceled,GoodFood Lausanne,2021-01-30 11:07:00.000,,
2021-01-30 10:05:06.667,complete,GoodFood Genève,2021-01-30 10:25:00.000,2021-01-30 10:24:51.898,2021-01-30 10:31:25.043
2021-01-30 10:55:26.150,complete,GoodFood Basel 2,2021-01-30 11:25:00.000,2021-01-30 11:08:23.230,2021-01-30 11:18:53.904
2021-01-30 11:03:19.081,error_payment,GoodFood Lausanne,2021-01-30 11:23:00.000,,
2021-01-30 11:26:13.065,complete,Pizza Princess Lausanne,2021-01-30 11:57:00.000,2021-01-30 11:35:42.173,2021-01-30 11:36:39.468
2021-01-30 11:32:07.989,error_payment,GoodFood Lausanne,2021-01-30 11:57:00.000,,
2021-01-30 11:35:16.074,complete,GoodFood Genève,2021-01-30 11:55:00.000,2021-01-30 11:55:23.345,2021-01-30 11:59:42.350
2021-01-30 11:41:13.609,complete,GoodFood Basel,2021-01-30 12:11:00.000,2021-01-30 12:04:23.900,2021-01-30 12:06:11.909
2021-01-30 11:54:16.602,complete,GoodFood Basel 2,2021-01-30 12:27:00.000,2021-01-30 12:03:47.573,2021-01-30 12:21:55.089
2021-01-30 11:58:08.248,complete,GoodFood Basel,2021-01-30 12:26:00.000,2021-01-30 12:13:42.030,2021-01-30 12:15:27.983
2021-01-30 12:07:37.176,error_payment,GoodFood Lausanne,2021-01-30 12:28:00.000,,
2021-01-30 12:13:47.649,error_payment,GoodFood Basel,2021-01-30 12:43:00.000,,
2021-01-30 12:14:17.101,complete,GoodFood Basel,2021-01-30 12:40:00.000,2021-01-30 12:17:28.818,2021-01-30 12:31:38.224
2021-01-30 12:17:24.493,complete,Pizza Princess Basel,2021-01-30 12:42:00.000,2021-01-30 12:33:21.376,2021-01-30 12:33:24.207
2021-01-30 12:21:24.674,complete,GoodFood Genève,2021-01-30 13:11:00.000,2021-01-30 12:58:15.387,2021-01-30 13:16:03.518
2021-01-30 12:30:40.851,complete,GoodFood Basel 2,2021-01-30 12:55:00.000,2021-01-30 12:53:38.173,2021-01-30 12:57:43.779
2021-01-30 12:39:34.846,complete,GoodFood Basel,2021-01-30 13:12:00.000,2021-01-30 12:45:44.315,2021-01-30 12:50:46.158
2021-01-30 12:50:31.251,complete,GoodFood Basel,2021-01-30 13:23:00.000,2021-01-30 12:53:41.676,2021-01-30 12:57:46.195
2021-01-30 12:50:59.192,complete,Red Pat - Craft Burgers & Beer,2021-01-30 13:11:00.000,2021-01-30 12:55:07.694,2021-01-30 13:10:21.866
2021-01-30 12:53:41.236,complete,GoodFood Basel,2021-01-30 13:13:00.000,2021-01-30 13:22:51.524,2021-01-30 13:44:43.619
2021-01-30 12:58:53.443,complete,Red Pat - Craft Burgers & Beer,2021-01-30 13:30:00.000,,
2021-01-30 13:01:40.045,complete,GoodFood Basel,2021-01-30 13:28:00.000,2021-01-30 13:14:01.429,2021-01-30 13:19:45.867
2021-01-30 13:04:22.640,complete,Maria,2021-01-30 13:57:00.000,2021-01-30 13:48:00.596,2021-01-30 14:00:00.874
2021-01-30 13:10:04.571,complete,GoodFood Lausanne,2021-01-30 13:39:00.000,2021-01-30 13:42:17.184,2021-01-30 13:49:04.506
2021-01-30 13:16:48.245,error_payment,GoodFood Genève,2021-01-30 13:41:00.000,,
2021-01-30 13:17:01.578,complete,GoodFood Basel,2021-01-30 13:42:00.000,2021-01-30 13:35:37.731,2021-01-30 13:36:04.102
2021-01-30 13:19:33.485,complete,GoodFood Genève,2021-01-30 13:42:00.000,2021-01-30 13:35:56.753,2021-01-30 13:38:18.187
2021-01-30 13:19:48.693,complete,GoodFood Genève,2021-01-30 16:54:00.000,2021-01-30 16:38:23.287,2021-01-30 16:44:00.535
2021-01-30 13:26:07.287,complete,GoodFood Genève,2021-01-30 13:53:00.000,2021-01-30 13:43:33.459,2021-01-30 13:43:55.578
2021-01-30 13:34:16.761,complete,Red Pat - Craft Burgers & Beer,2021-01-30 13:56:00.000,2021-01-30 13:43:40.016,2021-01-30 13:58:34.221
2021-01-30 13:38:14.348,canceled,Pizza Princess Neuchâtel,2021-01-30 14:06:00.000,2021-01-30 13:41:17.174,
2021-01-30 13:45:50.767,error_payment,GoodFood Lausanne,2021-01-30 14:12:00.000,,
2021-01-30 13:47:28.158,complete,Maria - Rive Gauche,2021-01-30 14:10:00.000,2021-01-30 13:50:15.825,2021-01-30 13:57:42.525
2021-01-30 13:47:47.181,error_payment,GoodFood Basel 2,2021-01-30 14:10:00.000,,
2021-01-30 13:48:28.952,complete,Maria - Rive Gauche,2021-01-30 14:08:00.000,2021-01-30 13:52:33.382,2021-01-30 14:12:05.948
2021-01-30 13:56:53.588,complete,Pizza Princess Basel,2021-01-30 14:23:00.000,2021-01-30 14:00:47.837,2021-01-30 14:08:31.324
2021-01-30 14:02:21.727,complete,GoodFood Basel 2,2021-01-30 14:28:00.000,2021-01-30 14:28:56.777,2021-01-30 14:34:07.777
2021-01-30 14:04:31.108,complete,Pizza Princess Zürich,2021-01-30 14:25:00.000,2021-01-30 14:07:21.784,2021-01-30 14:09:05.678
2021-01-30 14:08:59.537,complete,GoodFood Lausanne,2021-01-30 14:42:00.000,2021-01-30 14:13:54.781,2021-01-30 14:22:34.161
2021-01-30 14:11:24.202,complete,Pizza Princess Genève,2021-01-30 14:52:00.000,2021-01-30 14:25:45.650,2021-01-30 14:28:06.017
2021-01-30 14:22:00.226,complete,GoodFood Genève,2021-01-30 14:53:00.000,2021-01-30 14:54:23.378,2021-01-30 14:54:49.227
2021-01-30 14:27:03.482,error_payment,GoodFood Genève,2021-01-30 14:55:00.000,,
2021-01-30 14:31:03.395,complete,GoodFood Basel 2,2021-01-30 14:51:00.000,2021-01-30 14:48:41.805,2021-01-30 14:54:37.308
2021-01-30 14:37:42.751,complete,Red Pat - Craft Burgers & Beer,2021-01-30 15:09:00.000,2021-01-30 15:03:37.910,2021-01-30 15:16:07.738
2021-01-30 14:40:50.088,complete,GoodFood Genève,2021-01-30 15:11:00.000,2021-01-30 15:15:19.211,2021-01-30 15:25:08.953
2021-01-30 15:30:42.424,complete,Pizza Princess Zürich,2021-01-30 15:52:00.000,2021-01-30 16:23:02.583,2021-01-30 16:30:18.360
2021-01-30 15:48:08.121,complete,Pizza Princess Genève,2021-01-30 16:12:00.000,2021-01-30 15:51:59.959,2021-01-30 16:02:26.522
2021-01-30 15:55:23.460,error_payment,Red Pat - Craft Burgers & Beer,2021-01-30 16:18:00.000,,
2021-01-30 15:59:04.681,complete,Red Pat - Craft Burgers & Beer,2021-01-30 16:25:00.000,2021-01-30 16:16:13.617,2021-01-30 16:20:24.984
2021-01-30 16:18:08.029,complete,GoodFood Basel 2,2021-01-30 16:40:00.000,2021-01-30 16:19:27.375,2021-01-30 16:25:43.122
2021-01-30 16:20:24.792,complete,GoodFood Basel,2021-01-30 16:56:00.000,2021-01-30 16:41:27.009,2021-01-30 16:51:56.328
2021-01-30 16:32:06.387,complete,Red Pat - Craft Burgers & Beer,2021-01-30 16:57:00.000,2021-01-30 16:46:18.854,2021-01-30 16:53:08.056
2021-01-30 16:38:08.451,complete,Red Pat - Craft Burgers & Beer,2021-01-30 18:51:00.000,2021-01-30 18:58:40.744,2021-01-30 18:59:47.341
2021-01-30 16:42:24.779,complete,Red Pat - Craft Burgers & Beer,2021-01-30 17:03:00.000,2021-01-30 17:05:20.364,2021-01-30 17:11:00.392
2021-01-30 16:45:41.104,complete,Maria,2021-01-30 18:32:00.000,2021-01-30 18:17:19.047,2021-01-30 18:20:13.301
2021-01-30 16:59:41.463,complete,GoodFood Basel 2,2021-01-30 17:21:00.000,2021-01-30 17:23:46.885,2021-01-30 17:31:46.979
2021-01-30 17:17:44.203,complete,GoodFood Genève,2021-01-30 17:39:00.000,2021-01-30 17:59:27.700,2021-01-30 18:02:48.874
2021-01-30 17:19:58.037,complete,Red Pat - Craft Burgers & Beer,2021-01-30 19:17:00.000,2021-01-30 19:31:29.428,2021-01-30 19:33:17.591
2021-01-30 17:24:35.909,complete,Red Pat - Craft Burgers & Beer,2021-01-30 17:57:00.000,2021-01-30 17:40:33.124,2021-01-30 17:42:47.216
2021-01-30 17:33:46.141,complete,Red Pat - Craft Burgers & Beer,2021-01-30 18:06:00.000,2021-01-30 17:42:57.229,2021-01-30 17:48:39.334
2021-01-30 17:40:04.058,error_payment,Pizza Princess Basel,2021-01-30 18:01:00.000,,
2021-01-30 17:43:13.708,complete,Maria - Rive Droite,2021-01-30 19:10:00.000,2021-01-30 19:02:45.942,2021-01-30 19:06:57.988
2021-01-30 17:50:19.572,complete,Maria,2021-01-30 18:48:00.000,2021-01-30 18:32:26.520,2021-01-30 18:33:49.157
2021-01-30 17:51:18.964,complete,GoodFood Genève,2021-01-30 18:37:00.000,2021-01-30 18:15:38.369,2021-01-30 18:19:17.008
2021-01-30 17:55:22.209,complete,Pizza Princess Basel,2021-01-30 19:24:00.000,2021-01-30 19:25:05.287,2021-01-30 19:27:23.738
2021-01-30 17:57:19.249,complete,Maria - Rive Gauche,2021-01-30 18:23:00.000,2021-01-30 18:06:45.618,2021-01-30 18:27:17.999
2021-01-30 17:59:22.966,complete,Pizza Princess Basel,2021-01-30 18:41:00.000,2021-01-30 18:09:40.079,2021-01-30 18:12:13.251
2021-01-30 17:59:47.397,complete,GoodFood Lausanne,2021-01-30 19:42:00.000,2021-01-30 19:37:54.288,2021-01-30 19:41:25.606
2021-01-30 18:08:11.975,complete,Maria,2021-01-30 18:39:00.000,2021-01-30 18:22:48.964,2021-01-30 18:35:46.183
2021-01-30 18:08:31.447,complete,Pizza Princess Basel,2021-01-30 18:39:00.000,,
2021-01-30 18:12:38.349,complete,Maria,2021-01-30 18:36:00.000,2021-01-30 18:21:23.423,2021-01-30 18:26:52.184
2021-01-30 18:12:45.522,complete,Maria,2021-01-30 19:36:00.000,2021-01-30 19:36:03.826,2021-01-30 19:39:13.981
2021-01-30 18:13:26.738,complete,Maria,2021-01-30 18:41:00.000,2021-01-30 18:27:39.756,2021-01-30 18:33:29.340
2021-01-30 18:15:06.482,error_payment,GoodFood Genève,2021-01-30 18:42:00.000,,
2021-01-30 18:16:44.446,complete,GoodFood Basel,2021-01-30 18:40:00.000,2021-01-30 18:34:16.879,2021-01-30 18:40:49.178
2021-01-30 18:25:18.219,complete,GoodFood Lausanne,2021-01-30 18:58:00.000,2021-01-30 18:28:00.794,2021-01-30 18:33:06.907
2021-01-30 18:25:36.533,complete,GoodFood Genève,2021-01-30 18:58:00.000,2021-01-30 18:41:56.162,2021-01-30 18:41:57.325
2021-01-30 18:28:25.782,complete,Pizza Princess Lausanne,2021-01-30 18:50:00.000,2021-01-30 18:33:40.415,2021-01-30 18:47:56.264
2021-01-30 18:30:06.838,error_payment,GoodFood Basel 2,2021-01-30 18:57:00.000,,
2021-01-30 18:35:43.958,complete,GoodFood Genève,2021-01-30 18:57:00.000,2021-01-30 18:46:53.760,2021-01-30 18:48:49.186
2021-01-30 18:36:12.995,error_payment,GoodFood Basel 2,2021-01-30 18:56:00.000,,
2021-01-30 18:41:02.770,complete,Red Pat - Craft Burgers & Beer,2021-01-30 19:17:00.000,2021-01-30 19:12:03.448,2021-01-30 19:12:45.138
2021-01-30 18:42:43.060,error_payment,Maria,2021-01-30 19:14:00.000,,
2021-01-30 18:43:24.818,complete,Maria - Rive Gauche,2021-01-30 19:10:00.000,2021-01-30 19:08:01.186,2021-01-30 19:10:57.815
2021-01-30 18:47:52.022,error_payment,GoodFood Basel,2021-01-30 19:13:00.000,,
2021-01-30 18:49:46.610,error_payment,Red Pat - Craft Burgers & Beer,2021-01-30 19:11:00.000,,
2021-01-30 18:57:48.357,complete,GoodFood Basel,2021-01-30 19:27:00.000,2021-01-30 19:26:29.142,2021-01-30 19:26:31.032
2021-01-30 18:59:50.890,complete,GoodFood Lausanne,2021-01-30 19:21:00.000,2021-01-30 19:12:30.644,2021-01-30 19:13:21.526
2021-01-30 19:03:44.540,complete,Pizza Princess Neuchâtel,2021-01-30 19:24:00.000,2021-01-30 19:23:31.378,2021-01-30 19:27:51.903
2021-01-30 19:04:12.697,complete,GoodFood Basel 2,2021-01-30 19:38:00.000,2021-01-30 19:25:41.696,2021-01-30 19:36:44.088
2021-01-30 19:14:08.383,canceled,Maria - Rive Droite,2021-01-30 19:53:00.000,,
2021-01-30 19:18:19.828,complete,Pizza Princess Zürich,2021-01-30 19:40:00.000,2021-01-30 19:36:37.369,2021-01-30 19:42:51.263
2021-01-30 19:20:57.789,complete,Maria - Rive Gauche,2021-01-30 19:43:00.000,2021-01-30 19:49:09.286,2021-01-30 20:27:45.137
2021-01-30 19:24:23.672,error_payment,Pizza Princess Zürich,2021-01-30 19:54:00.000,,
2021-01-30 19:27:53.278,complete,Red Pat - Craft Burgers & Beer,2021-01-30 20:06:00.000,2021-01-30 20:16:52.945,2021-01-30 20:19:04.533
2021-01-30 19:33:13.682,complete,Red Pat - Craft Burgers & Beer,2021-01-30 19:56:00.000,2021-01-30 19:53:27.763,2021-01-30 19:54:37.032
2021-01-30 19:35:43.054,complete,Maria,2021-01-30 19:56:00.000,2021-01-30 20:07:52.469,2021-01-30 20:09:23.158
2021-01-30 19:36:33.754,error_payment,Red Pat - Craft Burgers & Beer,2021-01-30 21:08:00.000,,
2021-01-30 19:36:58.271,complete,Maria - Rive Gauche,2021-01-30 19:56:00.000,2021-01-30 19:59:40.597,2021-01-30 20:24:32.353
2021-01-30 19:38:56.768,complete,GoodFood Basel 2,2021-01-30 20:11:00.000,2021-01-30 20:20:14.101,2021-01-30 20:29:09.240
2021-01-30 19:40:47.906,complete,GoodFood Lausanne,2021-01-30 20:13:00.000,2021-01-30 20:41:06.951,2021-01-30 20:45:26.792
2021-01-30 19:42:39.440,complete,Pizza Princess Neuchâtel,2021-01-30 20:12:00.000,2021-01-30 20:23:55.081,2021-01-30 20:34:28.994
2021-01-30 19:44:59.004,complete,Red Pat - Craft Burgers & Beer,2021-01-30 20:12:00.000,2021-01-30 20:24:36.198,2021-01-30 20:24:39.993
2021-01-30 19:45:39.724,complete,GoodFood Lausanne,2021-01-30 20:14:00.000,2021-01-30 20:16:49.221,2021-01-30 20:23:45.459
2021-01-30 19:47:33.584,complete,Maria - Rive Droite,2021-01-30 20:11:00.000,2021-01-30 20:21:57.568,2021-01-30 20:22:06.569
2021-01-30 19:48:05.766,complete,GoodFood Lausanne,2021-01-30 20:11:00.000,2021-01-30 20:14:08.855,2021-01-30 20:15:07.479
2021-01-30 19:48:08.754,complete,GoodFood Genève,2021-01-30 20:13:00.000,2021-01-30 20:21:42.657,2021-01-30 20:29:14.139
2021-01-30 19:49:25.148,complete,Maria,2021-01-30 20:13:00.000,2021-01-30 19:58:27.702,2021-01-30 20:02:11.345
2021-01-30 19:54:18.963,complete,Maria,2021-01-30 20:28:00.000,2021-01-30 20:32:31.592,2021-01-30 20:34:06.963
2021-01-30 19:59:27.793,error_payment,GoodFood Basel 2,2021-01-30 20:28:00.000,,
2021-01-30 20:04:29.711,complete,Maria,2021-01-30 20:38:00.000,2021-01-30 21:01:12.381,2021-01-30 21:03:12.692
2021-01-30 20:05:58.908,complete,GoodFood Basel 2,2021-01-30 20:27:00.000,2021-01-30 20:21:08.826,2021-01-30 20:26:31.092
2021-01-30 20:06:55.832,complete,Maria,2021-01-30 20:34:00.000,2021-01-30 20:38:31.732,2021-01-30 20:41:18.091
2021-01-30 20:09:56.270,complete,Red Pat - Craft Burgers & Beer,2021-01-30 20:30:00.000,,
2021-01-30 20:10:36.251,complete,GoodFood Genève,2021-01-30 20:41:00.000,2021-01-30 20:47:52.254,2021-01-30 20:51:50.656
2021-01-30 20:25:19.838,complete,Pizza Princess Zürich,2021-01-30 20:53:00.000,2021-01-30 20:49:21.953,2021-01-30 20:52:59.370
2021-01-30 20:35:48.412,complete,Maria,2021-01-30 21:06:00.000,2021-01-30 20:40:14.914,2021-01-30 20:54:54.396
2021-01-30 20:41:43.164,complete,GoodFood Basel 2,2021-01-30 21:12:00.000,2021-01-30 21:06:31.110,2021-01-30 21:26:19.967
2021-01-30 20:45:30.417,complete,GoodFood Genève,2021-01-30 21:11:00.000,2021-01-30 20:51:27.536,2021-01-30 20:58:07.648
2021-01-30 20:53:36.881,complete,GoodFood Genève,2021-01-30 21:13:00.000,2021-01-30 21:09:57.066,2021-01-30 21:18:49.588
2021-01-30 20:55:20.037,complete,Pizza Princess Lausanne,2021-01-30 21:24:00.000,2021-01-30 21:19:57.244,2021-01-30 21:24:01.971
2021-01-30 20:55:58.775,complete,GoodFood Basel 2,2021-01-30 21:25:00.000,2021-01-30 21:07:31.889,2021-01-30 21:09:19.347
2021-01-30 20:56:57.364,complete,GoodFood Genève,2021-01-30 21:21:00.000,2021-01-30 21:39:13.749,2021-01-30 21:46:24.985
2021-01-30 20:58:27.569,complete,GoodFood Basel 2,2021-01-30 21:25:00.000,2021-01-30 21:20:03.359,2021-01-30 21:20:05.854
2021-01-30 21:11:41.431,complete,GoodFood Basel,2021-01-30 21:56:00.000,2021-01-30 21:41:50.182,2021-01-30 21:50:17.437
2021-01-30 21:20:54.616,complete,GoodFood Basel 2,2021-01-30 21:55:00.000,2021-01-30 21:49:58.496,2021-01-30 22:08:15.138
2021-01-30 21:38:54.077,complete,GoodFood Basel,2021-01-30 22:11:00.000,2021-01-30 21:46:19.103,2021-01-30 21:54:30.667
2021-01-30 21:40:08.946,complete,Maria,2021-01-30 22:13:00.000,2021-01-30 21:57:37.364,2021-01-30 22:03:27.907
2021-01-30 21:54:59.806,complete,Pizza Princess Lausanne,2021-01-30 22:27:00.000,2021-01-30 22:03:24.492,2021-01-30 22:12:36.789
2021-01-30 22:02:45.010,complete,GoodFood Lausanne,2021-01-30 22:28:00.000,2021-01-30 22:07:46.185,2021-01-30 22:16:00.376
2021-01-30 22:11:27.491,complete,GoodFood Genève,2021-01-31 11:27:00.000,2021-01-31 11:03:52.553,2021-01-31 11:09:00.261
2021-01-30 22:24:06.252,complete,GoodFood Basel,2021-01-30 22:53:00.000,2021-01-30 22:33:48.457,2021-01-30 22:41:16.460
2021-01-30 22:33:03.439,canceled,GoodFood Basel 2,2021-01-30 22:55:00.000,,
2021-01-30 22:41:31.592,error_payment,GoodFood Genève,2021-01-30 23:08:00.000,,
2021-01-30 23:05:47.194,canceled,GoodFood Basel 2,2021-01-30 23:38:00.000,,
2021-01-31 08:59:27.738,complete,Maria - Rive Gauche,2021-01-31 12:56:00.000,2021-01-31 12:09:47.379,2021-01-31 12:30:58.316
2021-01-31 09:48:52.046,complete,GoodFood Genève,2021-01-31 11:11:00.000,2021-01-31 11:18:06.729,2021-01-31 11:30:58.088
2021-01-31 11:03:31.211,complete,GoodFood Basel 2,2021-01-31 12:39:00.000,2021-01-31 12:20:42.691,2021-01-31 12:23:16.731
2021-01-31 11:03:46.527,complete,Pizza Princess Lausanne,2021-01-31 11:25:00.000,2021-01-31 11:27:23.663,2021-01-31 11:31:34.994
2021-01-31 11:17:33.592,complete,GoodFood Basel,2021-01-31 11:41:00.000,2021-01-31 11:29:32.007,2021-01-31 11:33:34.205
2021-01-31 11:36:27.224,complete,Maria,2021-01-31 11:56:00.000,2021-01-31 11:39:55.921,2021-01-31 11:56:59.703
2021-01-31 11:57:42.675,complete,Red Pat - Craft Burgers & Beer,2021-01-31 12:26:00.000,2021-01-31 12:20:08.097,2021-01-31 12:21:29.306
2021-01-31 12:09:09.260,complete,ByMÀ by Maria,2021-01-31 12:40:00.000,2021-01-31 12:29:10.591,2021-01-31 12:30:57.760
2021-01-31 12:09:51.840,complete,GoodFood Basel,2021-01-31 12:42:00.000,2021-01-31 12:17:45.974,2021-01-31 12:26:17.826
2021-01-31 12:16:17.884,complete,Maria,2021-01-31 12:45:00.000,,
2021-01-31 12:19:58.868,complete,Pizza Princess Neuchâtel,2021-01-31 12:39:00.000,2021-01-31 12:28:10.948,2021-01-31 12:30:50.053
2021-01-31 12:25:42.036,complete,GoodFood Lausanne,2021-01-31 12:56:00.000,2021-01-31 12:28:57.567,2021-01-31 12:32:27.864
2021-01-31 12:26:51.221,complete,GoodFood Basel 2,2021-01-31 12:55:00.000,2021-01-31 12:49:20.229,2021-01-31 12:56:22.170
2021-01-31 12:34:53.648,complete,GoodFood Basel,2021-01-31 13:08:00.000,2021-01-31 12:44:46.097,2021-01-31 12:46:19.049
2021-01-31 12:35:00.870,complete,Maria - Rive Droite,2021-01-31 12:55:00.000,2021-01-31 12:49:36.044,2021-01-31 12:52:27.381
2021-01-31 12:41:46.034,complete,GoodFood Basel,2021-01-31 13:12:00.000,2021-01-31 12:47:22.595,2021-01-31 12:56:15.493
2021-01-31 12:42:55.543,complete,GoodFood Lausanne,2021-01-31 13:12:00.000,2021-01-31 13:02:59.706,2021-01-31 13:03:02.655
2021-01-31 12:44:43.570,complete,Red Pat - Craft Burgers & Beer,2021-01-31 13:35:00.000,2021-01-31 13:05:36.679,2021-01-31 13:06:32.665
